company_id,tsx_code,company_name,name_alt,status,headquarters,minerals_of_interest,percent_gold,percent_silver,description,last_updated
481,WDO.TO,WESDOME GOLD MINES,Wesdome Gold Mines Ltd.,producer,"Toronto, Canada","gold, silver",98.0,2.0,Canadian gold producer with two high-grade underground mines: Eagle River in Ontario and Kiena in Quebec. Focused on gold production with some silver byproduct.,2025-03-24 00:00:00+0000
482,WHN.V,WESTHAVEN GOLD,,explorer,"Vancouver, Canada","gold, silver",80.0,20.0,"Gold and silver exploration company with flagship Shovelnose project in British Columbia, Canada, reporting high-grade drill results.",2025-03-24 21:22:00+0000
483,WHY.V,WEST HIGH YIELD RESOURCES,,developer,"Calgary, Canada","gold, nickel, silica, magnesium",10.0,0.0,"Junior mining company focused on developing its Record Ridge magnesium project in British Columbia, with additional exploration for gold, nickel, and silica.",2025-03-24 21:20:00+0000
484,UGD.V,UNIGOLD,,explorer,"401 Bay Street, Toronto, ON, Canada",,,,"Unigold Inc., a junior natural resource company, focuses on exploring and developing gold projects in the Dominican Republic. The company explores for gold, copper, silver, and zinc deposits. It holds an 100% interest in the Neita property covering an area of 21,031 hectares in the Dominican Republic; and the Candelones Oxide project situated in the Dominican Republic. The company was formerly known as Caribgold Resources Inc. and changed its name to Unigold Inc. in December 2002. Unigold Inc. was incorporated in 1990 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
485,WGX.TO,WESTGOLD RESOURCES,Westgold Resources Limited,producer,"Perth, Australia",gold,100.0,0.0,"Leading gold producer in Western Australia with six operating mines in the Murchison and Southern Goldfields regions, including Bluebird-South Junction and Beta Hunt.",2025-03-24 00:00:00+0000
486,WPG.V,WEST POINT GOLD,,explorer,"409 Granville St, Vancouver, BC, Canada",,,,"West Point Gold Corp., an exploration stage junior mining company, engages in the identification, acquisition, evaluation, and exploration of mineral properties in North America. The company primarily explores for gold, silver, precious metals, and base metals. It holds 100% interest in the Tip Top project located in Esmeralda County, Nevada. The company was formerly known as Gold79 Mines Ltd. and changed its name to West Point Gold Corp. in December 2024. West Point Gold Corp. is based in Vancouver, Canada.",2025-03-18 06:04:40+0000
487,WPM.TO,WHEATON PRECIOUS METALS,Wheaton Precious Metals Corp.,producer,"Vancouver, Canada","gold, silver, cobalt",65.5,34.5,"Leading precious metals streaming company with a diverse portfolio of agreements for gold and silver from mines globally, including Salobo in Brazil and Peñasquito in Mexico.",2025-03-24 00:00:00+0000
488,WRLG.V,WEST RED LAKE GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"An exploration-stage company advancing the Rowan gold project in the Red Lake district of Ontario, Canada.",2025-03-24 20:59:00+0000
489,WRN.TO,WESTERN COPPER AND GOLD,,developer,"Vancouver, Canada","copper, gold, silver, molybdenum",91.0,9.0,"A developer advancing the Casino project in Yukon, Canada, a major copper-gold deposit with silver and molybdenum byproducts.",2025-03-24 20:56:00+0000
490,WRR.V,WALKER RIVER RESOURCES,,explorer,"Vancouver, Canada",gold,100.0,0.0,"An exploration-stage company focused on the Lapon Gold Project in Nevada, USA, targeting high-grade gold mineralization.",2025-03-24 20:50:00+0000
491,WVM.V,WEST VAULT MINING,,developer,"Vancouver, Canada","gold, silver",85.0,15.0,"A developer advancing the Hasbrouck Gold Project in Nevada, USA, with significant gold and silver resources.",2025-03-24 20:47:00+0000
492,XIM.V,XIMEN MINING,,developer,"Vancouver, Canada","gold, silver",90.0,10.0,"A developer focused on advancing precious metal projects in British Columbia, Canada, including the flagship Kenville Gold Mine and additional gold and silver assets.",2025-03-24 20:41:00+0000
493,XTG.TO,XTRA-GOLD RESOURCES,,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company focused on the Kibi Gold Project in Ghana, West Africa, with aggressive drilling to expand mineral resources.",2025-03-25 03:36:00+0000
494,XTM.V,TRANSITION METALS,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Exploration company focused on gold and copper projects in Canada, including the Northshore Gold Project in Newfoundland and Labrador and the Pipestone Project in British Columbia.",2025-03-25 03:34:00+0000
495,YGT.V,GOLD TERRA RESOURCE,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company focused on the Yellowknife City Gold Project in the Northwest Territories, Canada, with a particular emphasis on the Con Mine Option property and the Campbell Shear.",2025-03-25 03:32:00+0000
496,YRB.TO,YORBEAU RESOURCES,,explorer,"Montreal, Canada","gold, silver, copper, zinc, nickel, cobalt",51.0,49.0,"Exploration company with properties in Quebec, Canada, focusing on copper, zinc, nickel, cobalt, with potential for gold and silver.",2025-03-25 03:29:00+0000
497,ZAC.V,ZACATECAS SILVER,,explorer,"Vancouver, Canada","gold, silver",80.0,20.0,"Exploration company with the Zacatecas Silver Project in Zacatecas State and the Esperanza Gold Project in Morelos State, Mexico.",2025-03-25 03:25:00+0000
498,WLF.V,WOLFDEN RESOURCES,,developer,"Thunder Bay, Canada","gold, silver, zinc, lead, copper",30.0,30.0,"Polymetallic exploration and development company with projects in Canada and the USA, including the high-grade Pickett Mountain project in Maine and silver-focused exploration in New Brunswick.",2025-03-24 21:18:00+0000
499,WM.TO,WALLBRIDGE MINING,,developer,"Lively, Canada",gold,100.0,0.0,"Gold exploration and development company with flagship Fenelon Gold project in Quebec, Canada, and additional projects like Martiniere.",2025-03-24 21:16:00+0000
500,TSLV.V,TIER ONE SILVER,,explorer,"1177 West Hastings Street, Vancouver, BC, Canada",,,,"Tier One Silver Inc. engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for silver, gold, and base metal deposits. Its flagship property is the 100% owned Curibaya project covering an area of approximately 17,000 hectares located in Tacna. The company was formerly known as Tier One Metals Inc. and changed its name to Tier One Silver Inc. in January 2021. Tier One Silver Inc. was incorporated in 2020 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
501,ZAU.V,ZODIAC GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with the Todi Gold Project in the Republic of Liberia, featuring the Alasala and Arthington targets.",2025-03-25 03:20:00+0000
